Unnamed: 0,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
2430,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.02055800293685756,0.01615271659324523,0.01615271659324523,0.7857142857142857,48.64285714285714,1,0.01582064899808306,4.591287322564855,1.0,0.7857142857142857,0.7821961620469083,0.8928571428571428,HERB MARKER THYME,"HERB MARKER ROSEMARY, HERB MARKER BASIL"
2429,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER BASIL', 'HERB MARKER THYME'})",0.02055800293685756,0.01615271659324523,0.01615271659324523,0.7857142857142857,48.64285714285714,1,0.01582064899808306,4.591287322564855,1.0,0.7857142857142857,0.7821961620469083,0.8928571428571428,HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER THYME"
2459,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01762114537444934,0.01762114537444934,0.8571428571428572,48.64285714285714,1,0.01725888981609062,6.876651982378857,1.0,0.8571428571428571,0.8545803971812941,0.9285714285714286,HERB MARKER ROSEMARY,"HERB MARKER THYME, HERB MARKER PARSLEY"
2460,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01762114537444934,0.01762114537444934,0.8571428571428572,48.64285714285714,1,0.01725888981609062,6.876651982378857,1.0,0.8571428571428571,0.8545803971812941,0.9285714285714286,HERB MARKER THYME,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
2436,frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.01615271659324523,0.01908957415565345,0.01468428781204112,0.9090909090909091,47.62237762237762,1,0.01437593933081911,10.79001468428781,0.9950746268656717,0.7142857142857144,0.9073217201959717,0.8391608391608392,HERB MARKER CHIVES,"HERB MARKER MINT, HERB MARKER PARSLEY"
2437,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.01908957415565345,0.01615271659324523,0.01468428781204112,0.7692307692307693,47.62237762237762,1,0.01437593933081911,4.263338228095938,0.998053892215569,0.7142857142857144,0.7654420206659013,0.8391608391608392,HERB MARKER PARSLEY,"HERB MARKER MINT, HERB MARKER CHIVES"
1352,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER CHIVES'})",frozenset({'HERB MARKER PARSLEY'}),0.01615271659324523,0.01908957415565345,0.01468428781204112,0.9090909090909091,47.62237762237762,1,0.01437593933081911,10.79001468428781,0.9950746268656717,0.7142857142857144,0.9073217201959717,0.8391608391608392,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER CHIVES",HERB MARKER PARSLEY
1353,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER CHIVES'}),0.01908957415565345,0.01615271659324523,0.01468428781204112,0.7692307692307693,47.62237762237762,1,0.01437593933081911,4.263338228095938,0.998053892215569,0.7142857142857144,0.7654420206659013,0.8391608391608392,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY",HERB MARKER CHIVES
1354,frozenset({'HERB MARKER CHIVES'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",0.01615271659324523,0.01908957415565345,0.01468428781204112,0.9090909090909091,47.62237762237762,1,0.01437593933081911,10.79001468428781,0.9950746268656717,0.7142857142857144,0.9073217201959717,0.8391608391608392,HERB MARKER CHIVES,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY"
1355,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER CHIVES'})",0.01908957415565345,0.01615271659324523,0.01468428781204112,0.7692307692307693,47.62237762237762,1,0.01437593933081911,4.263338228095938,0.998053892215569,0.7142857142857144,0.7654420206659013,0.8391608391608392,HERB MARKER PARSLEY,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER CHIVES"
271,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER CHIVES'}),0.01908957415565345,0.01615271659324523,0.01468428781204112,0.7692307692307693,47.62237762237762,1,0.01437593933081911,4.263338228095938,0.998053892215569,0.7142857142857144,0.7654420206659013,0.8391608391608392,HERB MARKER PARSLEY,HERB MARKER CHIVES
270,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER PARSLEY'}),0.01615271659324523,0.01908957415565345,0.01468428781204112,0.9090909090909091,47.62237762237762,1,0.01437593933081911,10.79001468428781,0.9950746268656717,0.7142857142857144,0.9073217201959717,0.8391608391608392,HERB MARKER CHIVES,HERB MARKER PARSLEY
2433,"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER CHIVES'}),0.01908957415565345,0.01615271659324523,0.01468428781204112,0.7692307692307693,47.62237762237762,1,0.01437593933081911,4.263338228095938,0.998053892215569,0.7142857142857144,0.7654420206659013,0.8391608391608392,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER CHIVES
2432,"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",frozenset({'HERB MARKER PARSLEY'}),0.01615271659324523,0.01908957415565345,0.01468428781204112,0.9090909090909091,47.62237762237762,1,0.01437593933081911,10.79001468428781,0.9950746268656717,0.7142857142857144,0.9073217201959717,0.8391608391608392,"HERB MARKER MINT, HERB MARKER CHIVES",HERB MARKER PARSLEY
1375,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER THYME'})",0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER THYME"
1373,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER THYME'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY",HERB MARKER THYME
279,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER ROSEMARY'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,HERB MARKER ROSEMARY
2445,"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER THYME'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER THYME
1369,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER ROSEMARY'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY",HERB MARKER ROSEMARY
2461,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,"HERB MARKER ROSEMARY, HERB MARKER THYME"
2449,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,"HERB MARKER MINT, HERB MARKER THYME"
281,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER THYME'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,HERB MARKER THYME
2440,"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER ROSEMARY'}),0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER ROSEMARY
1371,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER ROSEMARY', 'ASSORTED COLOUR BIRD ORNAMENT'})",0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,"HERB MARKER ROSEMARY, ASSORTED COLOUR BIRD ORNAMENT"
2443,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",0.01908957415565345,0.02055800293685756,0.01762114537444934,0.9230769230769232,44.90109890109891,1,0.01722870185289406,12.73274596182088,0.9967564870259481,0.8,0.921462345750202,0.8901098901098903,HERB MARKER PARSLEY,"HERB MARKER ROSEMARY, HERB MARKER MINT"
1368,"frozenset({'HERB MARKER ROSEMARY', 'ASSORTED COLOUR BIRD ORNAMENT'})",frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,"HERB MARKER ROSEMARY, ASSORTED COLOUR BIRD ORNAMENT",HERB MARKER PARSLEY
1372,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER THYME",HERB MARKER PARSLEY
1374,frozenset({'HERB MARKER THYME'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER THYME,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY"
1370,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER ROSEMARY,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER PARSLEY"
2448,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER THYME,"HERB MARKER MINT, HERB MARKER PARSLEY"
278,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER ROSEMARY,HERB MARKER PARSLEY
2438,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER PARSLEY
2441,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER ROSEMARY,"HERB MARKER MINT, HERB MARKER PARSLEY"
2444,"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,"HERB MARKER MINT, HERB MARKER THYME",HERB MARKER PARSLEY
280,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,HERB MARKER THYME,HERB MARKER PARSLEY
2456,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.02055800293685756,0.01908957415565345,0.01762114537444934,0.8571428571428572,44.90109890109891,1,0.01722870185289406,6.866372980910429,0.9982508745627188,0.8,0.8543627031650984,0.8901098901098903,"HERB MARKER ROSEMARY, HERB MARKER THYME",HERB MARKER PARSLEY
266,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER THYME'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,HERB MARKER THYME
265,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER ROSEMARY'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,HERB MARKER ROSEMARY
2416,"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",frozenset({'HERB MARKER ROSEMARY'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER ROSEMARY
1343,frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER ROSEMARY', 'ASSORTED COLOUR BIRD ORNAMENT'})",0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,"HERB MARKER ROSEMARY, ASSORTED COLOUR BIRD ORNAMENT"
1341,"frozenset({'HERB MARKER BASIL', 'ASSORTED COLOUR BIRD ORNAMENT'})",frozenset({'HERB MARKER ROSEMARY'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,"HERB MARKER BASIL, ASSORTED COLOUR BIRD ORNAMENT",HERB MARKER ROSEMARY
2420,"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",frozenset({'HERB MARKER THYME'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER THYME
1344,"frozenset({'HERB MARKER BASIL', 'ASSORTED COLOUR BIRD ORNAMENT'})",frozenset({'HERB MARKER THYME'}),0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,"HERB MARKER BASIL, ASSORTED COLOUR BIRD ORNAMENT",HERB MARKER THYME
1346,frozenset({'HERB MARKER BASIL'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER THYME'})",0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER THYME"
2423,frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER THYME"
2419,frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER MINT"
2431,frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",0.01762114537444934,0.02055800293685756,0.01615271659324523,0.9166666666666666,44.58928571428572,1,0.01579046103488651,11.7533039647577,0.9951080309824706,0.7333333333333332,0.9149175412293853,0.8511904761904762,HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER THYME"
267,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER THYME,HERB MARKER BASIL
1345,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,"ASSORTED COLOUR BIRD ORNAMENT, HERB MARKER THYME",HERB MARKER BASIL
1347,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER BASIL', 'ASSORTED COLOUR BIRD ORNAMENT'})",0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER THYME,"HERB MARKER BASIL, ASSORTED COLOUR BIRD ORNAMENT"
2422,"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,"HERB MARKER MINT, HERB MARKER THYME",HERB MARKER BASIL
2414,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER BASIL
2417,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER MINT"
1342,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER BASIL', 'ASSORTED COLOUR BIRD ORNAMENT'})",0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER ROSEMARY,"HERB MARKER BASIL, ASSORTED COLOUR BIRD ORNAMENT"
1340,"frozenset({'HERB MARKER ROSEMARY', 'ASSORTED COLOUR BIRD ORNAMENT'})",frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,"HERB MARKER ROSEMARY, ASSORTED COLOUR BIRD ORNAMENT",HERB MARKER BASIL
264,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER BASIL'}),0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER ROSEMARY,HERB MARKER BASIL
2425,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",0.02055800293685756,0.01762114537444934,0.01615271659324523,0.7857142857142857,44.58928571428571,1,0.01579046103488651,4.584434654919236,0.9980918631593295,0.7333333333333332,0.7818705957719411,0.8511904761904762,HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER MINT"
